ID_DECLARATION;TYPE_DECLARATION;SOUS TYPE DECLARATION;ADRESSE;CODE POSTAL;VILLE;ARRONDISSEMENT;CONSEIL DE QUARTIER;DATE DECLARATION;ANNEE_DECLARATION;MOIS_DECLARATION;OUTIL SOURCE;INTERVENANT;ID_DMR;geo_shape;geo_point_2d
45919;Objets abandonnés;Autres objets encombrants abandonnés;21 Rue Villiers de l'Isle Adam, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2021-01-27;2021;1;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2021A045919;"{""coordinates"": [2.394788301533016, 48.86638299922373], ""type"": ""Point""}";48.86638299922373,2.394788301533016
45922;Propreté;Déchets et/ou salissures divers;102  Rue des Orteaux, 75020 PARIS;75020;Paris 20;20;SAINT BLAISE;2021-01-27;2021;1;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021A045922;"{""coordinates"": [2.40886760097038, 48.85547000048029], ""type"": ""Point""}";48.85547000048029,2.40886760097038
45923;Activités commerciales et professionnelles;Nuisances lumineuses:Immeuble de bureau éclairé;16 avenue d'Ivry, 75013 PARIS;75013;Paris 13;13;OLYMPIADES - CHOISY;2021-01-27;2021;1;Page DMR Paris.fr;DPMP avec un découpage en circonscription;S2021A045923;"{""coordinates"": [2.36793280532558, 48.82233399516165], ""type"": ""Point""}";48.82233399516165,2.36793280532558
45926;Objets abandonnés;Autres objets encombrants abandonnés;19 Rue Tournefort, 75005 PARIS;75005;Paris 5;5;VAL DE GRACE;2021-01-27;2021;1;Androï;Ramen en tant que prestataire de DansMaRue;G2021A045926;"{""coordinates"": [2.348490505941729, 48.84340300102904], ""type"": ""Point""}";48.84340300102904,2.348490505941729
45934;Propreté;Déchets et/ou salissures divers;37 Bis Rue de Ponthieu, 75008 PARIS;75008;Paris 8;8;SAINT - PHILIPPE DU ROULE;2021-01-27;2021;1;Androï;DPE-STPP-DT;G2021A045934;"{""coordinates"": [2.307630000352471, 48.871306998891235], ""type"": ""Point""}";48.871306998891235,2.307630000352471
46730;Objets abandonnés;Autres objets encombrants abandonnés;4 Rue Tristan Tzara, 75018 PARIS;75018;Paris 18;18;CHARLES HERMITE - EVANGILE;2021-01-28;2021;1;Androï;Ramen en tant que prestataire de DansMaRue;G2021A046730;"{""coordinates"": [2.365985193252146, 48.89460000151002], ""type"": ""Point""}";48.89460000151002,2.365985193252146
46737;Graffitis, tags, affiches et autocollants;Graffitis sur rideau métallique;10-16 Boulevard de la Villette, 75019 PARIS;75019;Paris 19;19;BAS - BELLEVILLE;2021-01-28;2021;1;Androï;graffitis;G2021A046737;"{""coordinates"": [2.375900999989919, 48.87330200057869], ""type"": ""Point""}";48.87330200057869,2.375900999989919
46738;Graffitis, tags, affiches et autocollants;Graffitis sur rideau métallique;15 Boulevard de la Villette, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2021-01-28;2021;1;Androï;graffitis;G2021A046738;"{""coordinates"": [2.375667306466589, 48.87292999485342], ""type"": ""Point""}";48.87292999485342,2.375667306466589
46759;Objets abandonnés;Autres objets encombrants abandonnés;250 Rue de Crimée, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2021-01-28;2021;1;Androï;Ramen en tant que prestataire de DansMaRue;G2021A046759;"{""coordinates"": [2.3727522044359732, 48.89491699780717], ""type"": ""Point""}";48.89491699780717,2.3727522044359732
4932;Voirie et espace public;Trottoirs:Affaissement, trou, bosse, pavé arraché;17 Boulevard Beaumarchais, 75004 PARIS;75001;Paris 1;4;ARSENAL;2021-02-03;2021;2;Androï;DVD;G2021B004932;"{""coordinates"": [2.368242703655619, 48.85502599943644], ""type"": ""Point""}";48.85502599943644,2.368242703655619
4944;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;148 Rue d'Alésia, 75014 PARIS;75014;Paris 14;14;PERNETY;2021-02-03;2021;2;Androï;DPMP-SCOP;G2021B004944;"{""coordinates"": [2.316472498856425, 48.831449997569564], ""type"": ""Point""}";48.831449997569564,2.316472498856425
6330;Objets abandonnés;Autres objets encombrants abandonnés;8 Boulevard Edgar Quinet, 75014 PARIS;75014;Paris 14;14;MONTPARNASSE - RASPAIL;2021-02-03;2021;2;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2021B006330;"{""coordinates"": [2.329458495326076, 48.8398059974961], ""type"": ""Point""}";48.8398059974961,2.329458495326076
6336;Voirie et espace public;Chantier :Incohérence d'informations chantier;34 Rue Castagnary, 75015 PARIS;75015;Paris 15;15;ALLERAY - PROCESSION;2021-02-03;2021;2;IOPage DMR Paris.fr application;DVD;A2021B006336;"{""coordinates"": [2.309227193977438, 48.833846998109976], ""type"": ""Point""}";48.833846998109976,2.309227193977438
6353;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;84 rue Claude Bernard, 75005 PARIS;75005;Paris 5;5;VAL DE GRACE;2021-02-03;2021;2;Page DMR Paris.fr;DPMP-SCOP;S2021B006353;"{""coordinates"": [2.344586104772713, 48.840972998384544], ""type"": ""Point""}";48.840972998384544,2.344586104772713
6357;Objets abandonnés;Autres objets encombrants abandonnés;55 Rue Louis Blanc, 75010 PARIS;75010;Paris 10;10;LOUIS BLANC - AQUEDUC;2021-02-03;2021;2;Androï;Ramen en tant que prestataire de DansMaRue;G2021B006357;"{""coordinates"": [2.361066304539979, 48.88303400101167], ""type"": ""Point""}";48.88303400101167,2.361066304539979
3932;Objets abandonnés;Autres objets encombrants abandonnés;3 Rue Sainte-Elisabeth, 75003 PARIS;75001;Paris 1;3;ARTS ET METIERS;2021-02-02;2021;2;Androï;Ramen en tant que prestataire de DansMaRue;G2021B003932;"{""coordinates"": [2.359388799422385, 48.86583699914028], ""type"": ""Point""}";48.86583699914028,2.359388799422385
5013;Objets abandonnés;Autres objets encombrants abandonnés;1 Avenue de la Porte Brancion, 75015 PARIS;75015;Paris 15;15;GEORGES BRASSENS;2021-02-03;2021;2;Androï;Ramen en tant que prestataire de DansMaRue;G2021B005013;"{""coordinates"": [2.301599001005984, 48.828117001280035], ""type"": ""Point""}";48.828117001280035,2.301599001005984
5016;Objets abandonnés;Autres objets encombrants abandonnés;8 passage de la Brie, 75019 PARIS;75019;Paris 19;19;SECRETAN;2021-02-03;2021;2;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2021B005016;"{""coordinates"": [2.372054604004827, 48.88103499519132], ""type"": ""Point""}";48.88103499519132,2.372054604004827
2296;Objets abandonnés;Autres objets encombrants abandonnés;9 Boulevard Exelmans, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2021-02-02;2021;2;Androï;Ramen en tant que prestataire de DansMaRue;G2021B002296;"{""coordinates"": [2.26612140339918, 48.84023699649055], ""type"": ""Point""}";48.84023699649055,2.26612140339918
28919;Propreté;Déchets et/ou salissures divers;9 Rue Baudelique, 75018 PARIS;75018;Paris 18;18;CLIGNANCOURT - JULES JOFFRIN;2021-02-16;2021;2;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021B028919;"{""coordinates"": [2.347191802045268, 48.89255500074891], ""type"": ""Point""}";48.89255500074891,2.347191802045268
28921;Activités commerciales et professionnelles;Étalages et terrasses à usage commercial:Gêne à la circulation / Étalage excessif;10 rue Condorcet, 75009 PARIS;75009;Paris 9;9;ANVERS - MONTHOLON;2021-02-16;2021;2;Page DMR Paris.fr;DPMP avec un découpage en circonscription;S2021B028921;"{""coordinates"": [2.348094494019926, 48.87957399712737], ""type"": ""Point""}";48.87957399712737,2.348094494019926
29764;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;23 Rue d'Avron, 75020 PARIS;75020;Paris 20;20;REUNION - PERE LACHAISE;2021-02-17;2021;2;IOPage DMR Paris.fr application;DPMP-SCOP;A2021B029764;"{""coordinates"": [2.400146195430555, 48.85170400218431], ""type"": ""Point""}";48.85170400218431,2.400146195430555
12844;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;2 Rue Félix Terrier, 75020 PARIS;75020;Paris 20;20;SAINT BLAISE;2021-02-06;2021;2;IOPage DMR Paris.fr application;DPMP-SCOP;A2021B012844;"{""coordinates"": [2.411120402382352, 48.85737600352755], ""type"": ""Point""}";48.85737600352755,2.411120402382352
14514;Objets abandonnés;Autres objets encombrants abandonnés;8 Rue Saint-Maur, 75011 PARIS;75011;Paris 11;11;LEON BLUM - FOLIE-REGNAULT;2021-02-07;2021;2;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2021B014514;"{""coordinates"": [2.38316849836673, 48.85906200117798], ""type"": ""Point""}";48.85906200117798,2.38316849836673
14523;Autos, motos, vélos...;Épave de deux-roues motorisé;39 Rue Laffitte, 75009 PARIS;75009;Paris 9;9;FAUBOURG MONTMARTRE;2021-02-07;2021;2;IOPage DMR Paris.fr application;DPMP-UEV;A2021B014523;"{""coordinates"": [2.3383776932652722, 48.87502000163909], ""type"": ""Point""}";48.87502000163909,2.3383776932652722
14529;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Autre mobilier urbain;2 Boulevard de Courcelles, 75017 PARIS;75017;Paris 17;17;LEGENDRE - LEVIS;2021-02-07;2021;2;IOPage DMR Paris.fr application;graffitis;A2021B014529;"{""coordinates"": [2.315324805189862, 48.881263996988004], ""type"": ""Point""}";48.881263996988004,2.315324805189862
14537;Activités commerciales et professionnelles;Nuisances lumineuses:Immeuble de bureau éclairé;46 Rue Lauriston, 75016 PARIS;75016;Paris 16;16;CHAILLOT;2021-02-07;2021;2;Androï;DPMP avec un découpage en circonscription;G2021B014537;"{""coordinates"": [2.290822705498805, 48.87019299506226], ""type"": ""Point""}";48.87019299506226,2.290822705498805
14547;Objets abandonnés;Sacs de déchets ménagers;26 Rue Regnault, 75013 PARIS;75013;Paris 13;13;BIBLIOTHEQUE - SEINE;2021-02-08;2021;2;Androï;DPE-STPP-DT;G2021B014547;"{""coordinates"": [2.377246594387804, 48.824725996646926], ""type"": ""Point""}";48.824725996646926,2.377246594387804
11199;Propreté;Déchets et/ou salissures divers;6 Rue de Ponthieu, 75008 PARIS;75008;Paris 8;8;SAINT - PHILIPPE DU ROULE;2021-02-06;2021;2;Androï;DPE-STPP-DT;G2021B011199;"{""coordinates"": [2.311325296593533, 48.87030800251794], ""type"": ""Point""}";48.87030800251794,2.311325296593533
12062;Arbres, végétaux et animaux;Pied d'arbre:Pavage ou trottoir dégradé autour d'un arbre;39 Avenue des Gobelins, 75013 PARIS;75013;Paris 13;13;SALPETRIERE - AUSTERLITZ;2021-02-06;2021;2;Androï;DVD;G2021B012062;"{""coordinates"": [2.352974994057883, 48.835650000973196], ""type"": ""Point""}";48.835650000973196,2.352974994057883
12063;Propreté;Déchets et/ou salissures divers;27 Rue des Envierges, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2021-02-06;2021;2;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021B012063;"{""coordinates"": [2.387898197493922, 48.87238300053338], ""type"": ""Point""}";48.87238300053338,2.387898197493922
12864;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:[] Rats sortant des égouts;2 rue Maurice Utrillo, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2021-02-06;2021;2;Page DMR Paris.fr;DPE-STEA;S2021B012864;"{""coordinates"": [2.344714194078011, 48.886367997276025], ""type"": ""Point""}";48.886367997276025,2.344714194078011
12867;Propreté;Déjections canines;1 villa Croix Nivert, 75015 PARIS;75015;Paris 15;15;CAMBRONNE - GARIBALDI;2021-02-06;2021;2;Page DMR Paris.fr;DPE-STPP-DT;S2021B012867;"{""coordinates"": [2.299455198759567, 48.846263996769586], ""type"": ""Point""}";48.846263996769586,2.299455198759567
12872;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;41 Boulevard de Reuilly, 75012 PARIS;75012;Paris 12;12;JARDIN DE REUILLY;2021-02-06;2021;2;IOPage DMR Paris.fr application;graffitis;A2021B012872;"{""coordinates"": [2.393668394266378, 48.83957300344465], ""type"": ""Point""}";48.83957300344465,2.393668394266378
12875;Propreté;Propreté des équipements de collecte des déchets:Colonne à verre sale ou débordante;88 Avenue de Clichy, 75017 PARIS;75017;Paris 17;17;LA FOURCHE - GUY MOQUET;2021-02-06;2021;2;IOPage DMR Paris.fr application;DERICHEBOURG;A2021B012875;"{""coordinates"": [2.323725199173856, 48.88877000121484], ""type"": ""Point""}";48.88877000121484,2.323725199173856
10391;Propreté;Déchets et/ou salissures divers;78 Rue Saint-Louis en l'Île, 75004 PARIS;75001;Paris 1;4;LES ILES;2021-02-05;2021;2;Androï;DPE-STPP-DT;G2021B010391;"{""coordinates"": [2.354635702939292, 48.85265700353641], ""type"": ""Point""}";48.85265700353641,2.354635702939292
10404;Objets abandonnés;Autres objets encombrants abandonnés;22 rue du Ranelagh, 75016 PARIS;75016;Paris 16;16;MUETTE SUD;2021-02-05;2021;2;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2021B010404;"{""coordinates"": [2.278203997236483, 48.853589997668145], ""type"": ""Point""}";48.853589997668145,2.278203997236483
10421;Voirie et espace public;Chaussées:Affaissement, trou, bosse, pavé arraché;24 Avenue Corentin Cariou, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2021-02-05;2021;2;Androï;DVD;G2021B010421;"{""coordinates"": [2.383971502434309, 48.896004000751084], ""type"": ""Point""}";48.896004000751084,2.383971502434309
11211;Propreté;Déchets et/ou salissures divers;28 Avenue de Friedland, 75008 PARIS;75008;Paris 8;8;HOCHE - FRIEDLAND;2021-02-06;2021;2;Androï;DPE-STPP-DT;G2021B011211;"{""coordinates"": [2.299622499297902, 48.87431999601958], ""type"": ""Point""}";48.87431999601958,2.299622499297902
11251;Objets abandonnés;Autres objets encombrants abandonnés;27 Rue Alphonse Karr, 75019 PARIS;75019;Paris 19;19;PONT DE FLANDRE;2021-02-06;2021;2;Androï;Ramen en tant que prestataire de DansMaRue;G2021B011251;"{""coordinates"": [2.379635600120716, 48.89525200265633], ""type"": ""Point""}";48.89525200265633,2.379635600120716
52323;Objets abandonnés;Autres objets encombrants abandonnés;145 Rue de Bagnolet, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2020-12-31;2020;12;Androï;Ramen en tant que prestataire de DansMaRue;G2020L052323;"{""coordinates"": [2.406332705611521, 48.86256399818183], ""type"": ""Point""}";48.86256399818183,2.406332705611521
52353;Objets abandonnés;Autres objets encombrants abandonnés;165 Boulevard de la Villette, 75010 PARIS;75010;Paris 10;10;LOUIS BLANC - AQUEDUC;2020-12-31;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L052353;"{""coordinates"": [2.3655469978809442, 48.88427999770945], ""type"": ""Point""}";48.88427999770945,2.3655469978809442
1124;Graffitis, tags, affiches et autocollants;Graffitis sur mur, façade sur rue, pont;111 Rue Amelot, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2021-01-02;2021;1;Androï;graffitis;G2021A001124;"{""coordinates"": [2.367421394544556, 48.86190799689924], ""type"": ""Point""}";48.86190799689924,2.367421394544556
1131;Objets abandonnés;Autres objets encombrants abandonnés;1 Rue Lapeyrere, 75018 PARIS;75018;Paris 18;18;CLIGNANCOURT - JULES JOFFRIN;2021-01-02;2021;1;Androï;Ramen en tant que prestataire de DansMaRue;G2021A001131;"{""coordinates"": [2.342740801341752, 48.89134600182955], ""type"": ""Point""}";48.89134600182955,2.342740801341752
50737;Objets abandonnés;Gravats ou déchets de chantier;94 Rue Saint-Maur, 75011 PARIS;75011;Paris 11;11;BELLEVILLE - SAINT-MAUR;2020-12-30;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L050737;"{""coordinates"": [2.377627095434187, 48.865302998586785], ""type"": ""Point""}";48.865302998586785,2.377627095434187
50741;Objets abandonnés;Autres objets encombrants abandonnés;70 Rue Pixérécourt, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2020-12-30;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L050741;"{""coordinates"": [2.396340404075965, 48.87422599722615], ""type"": ""Point""}";48.87422599722615,2.396340404075965
50752;Objets abandonnés;Autres objets encombrants abandonnés;41 Rue Saint-Blaise, 75020 PARIS;75020;Paris 20;20;SAINT BLAISE;2020-12-30;2020;12;Androï;Ramen en tant que prestataire de DansMaRue;G2020L050752;"{""coordinates"": [2.407052002480571, 48.85813999857883], ""type"": ""Point""}";48.85813999857883,2.407052002480571
51528;Graffitis, tags, affiches et autocollants;Affiches, autocollants ou graffitis sur autres supports:Autre mobilier urbain;120 Rue du Théâtre, 75015 PARIS;75015;Paris 15;15;VIOLET - COMMERCE;2020-12-30;2020;12;IOPage DMR Paris.fr application;graffitis;A2020L051528;"{""coordinates"": [2.295330297514631, 48.846069998675894], ""type"": ""Point""}";48.846069998675894,2.295330297514631
52356;Objets abandonnés;Autres objets encombrants abandonnés;27 Rue Lécluse, 75017 PARIS;75017;Paris 17;17;BATIGNOLLES;2020-12-31;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L052356;"{""coordinates"": [2.325131406521057, 48.88462399627726], ""type"": ""Point""}";48.88462399627726,2.325131406521057
52361;Objets abandonnés;Autres objets encombrants abandonnés;5 Rue Lécluse, 75017 PARIS;75017;Paris 17;17;BATIGNOLLES;2020-12-31;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L052361;"{""coordinates"": [2.325469506753049, 48.88359499804649], ""type"": ""Point""}";48.88359499804649,2.325469506753049
52364;Objets abandonnés;Autres objets encombrants abandonnés;26 place Saint-Georges, 75009 PARIS;75009;Paris 9;9;PIGALLE - MARTYRS;2020-12-31;2020;12;Page DMR Paris.fr;Ramen en tant que prestataire de DansMaRue;S2020L052364;"{""coordinates"": [2.337789998511636, 48.878420001944825], ""type"": ""Point""}";48.878420001944825,2.337789998511636
52369;Objets abandonnés;Sacs de déchets ménagers;21 Boulevard des Batignolles, 75008 PARIS;75008;Paris 8;8;EUROPE;2020-12-31;2020;12;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020L052369;"{""coordinates"": [2.325076801367753, 48.88298400009314], ""type"": ""Point""}";48.88298400009314,2.325076801367753
314;Objets abandonnés;Autres objets encombrants abandonnés;6 Rue de l'Aqueduc, 75010 PARIS;75010;Paris 10;10;LOUIS BLANC - AQUEDUC;2021-01-01;2021;1;Androï;Ramen en tant que prestataire de DansMaRue;G2021A000314;"{""coordinates"": [2.359273206096637, 48.88013499644278], ""type"": ""Point""}";48.88013499644278,2.359273206096637
49111;Voirie et espace public;Trottoirs:Affaissement, trou, bosse, pavé arraché;30 Rue de Saint-Pétersbourg, 75008 PARIS;75008;Paris 8;8;EUROPE;2020-12-29;2020;12;Androï;DVD;G2020L049111;"{""coordinates"": [2.326046702901192, 48.8823100001018], ""type"": ""Point""}";48.8823100001018,2.326046702901192
49117;Propreté;[] Renfort Fonctionnelle;6 Rue Gustave Doré, 75017 PARIS;75017;Paris 17;17;PEREIRE - MALESHERBES;2020-12-29;2020;12;Androï;DPE-STPP-Fonctionnelle;G2020L049117;"{""coordinates"": [2.303014799861987, 48.886290001514446], ""type"": ""Point""}";48.886290001514446,2.303014799861987
50775;Objets abandonnés;Autres objets encombrants abandonnés;124 Rue de Ménilmontant, 75020 PARIS;75020;Paris 20;20;TELEGRAPHE - PELLEPORT - SAINT-FARGEAU;2020-12-30;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L050775;"{""coordinates"": [2.395548002931846, 48.869797001883626], ""type"": ""Point""}";48.869797001883626,2.395548002931846
48280;Autos, motos, vélos...;Épave de deux-roues motorisé;247 rue Marcadet, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2020-12-28;2020;12;Page DMR Paris.fr;DPMP-UEV;S2020L048280;"{""coordinates"": [2.328818804769155, 48.89271999930211], ""type"": ""Point""}";48.89271999930211,2.328818804769155
48281;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;14 Rue Raymond Queneau, 75018 PARIS;75018;Paris 18;18;CHARLES HERMITE - EVANGILE;2020-12-28;2020;12;Androï;DPMP-SCOP;G2020L048281;"{""coordinates"": [2.361196301236982, 48.895424003521], ""type"": ""Point""}";48.895424003521,2.361196301236982
48289;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;3 avenue George v, 75008 PARIS;75008;Paris 8;8;TRIANGLE D'OR;2020-12-28;2020;12;IOPage DMR Paris.fr application;DPMP-SCOP;A2020L048289;"{""coordinates"": [2.301136505182772, 48.86537599652824], ""type"": ""Point""}";48.86537599652824,2.301136505182772
48296;Propreté;Déchets et/ou salissures divers;7 Rue Jean Anouilh, 75013 PARIS;75013;Paris 13;13;BIBLIOTHEQUE - SEINE;2020-12-28;2020;12;Androï;DPE-STPP-DT;G2020L048296;"{""coordinates"": [2.377565599700748, 48.83184399870222], ""type"": ""Point""}";48.83184399870222,2.377565599700748
48299;Objets abandonnés;[] Objets appartenant à des personnes à la rue;55 Rue du Château d'Eau, 75010 PARIS;75010;Paris 10;10;PORTE SAINT-DENIS - PARADIS;2020-12-28;2020;12;Androï;DPE-STPP-DT;G2020L048299;"{""coordinates"": [2.355519997458511, 48.87239499597601], ""type"": ""Point""}";48.87239499597601,2.355519997458511
49122;Objets abandonnés;Autres objets encombrants abandonnés;86 Rue de la Villette, 75019 PARIS;75019;Paris 19;19;PLATEAU;2020-12-29;2020;12;Androï;Ramen en tant que prestataire de DansMaRue;G2020L049122;"{""coordinates"": [2.388231503394978, 48.87873499907861], ""type"": ""Point""}";48.87873499907861,2.388231503394978
49134;Objets abandonnés;Autres objets encombrants abandonnés;26 Rue des Maronites, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2020-12-29;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L049134;"{""coordinates"": [2.384144301862248, 48.86841599768834], ""type"": ""Point""}";48.86841599768834,2.384144301862248
49139;Objets abandonnés;Autres objets encombrants abandonnés;4 Rue des Fougères, 75020 PARIS;75020;Paris 20;20;TELEGRAPHE - PELLEPORT - SAINT-FARGEAU;2020-12-29;2020;12;Androï;Ramen en tant que prestataire de DansMaRue;G2020L049139;"{""coordinates"": [2.410768001842126, 48.87158000252974], ""type"": ""Point""}";48.87158000252974,2.410768001842126
45848;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;63 rue de l'Ourcq, 75019 PARIS;75019;Paris 19;19;BASSIN DE LA VILLETTE;2020-12-26;2020;12;IOPage DMR Paris.fr application;DPMP-SCOP;A2020L045848;"{""coordinates"": [2.379998403803545, 48.891790003339025], ""type"": ""Point""}";48.891790003339025,2.379998403803545
45855;Objets abandonnés;Sacs de déchets ménagers;12 Rue Olivier Métra, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2020-12-26;2020;12;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020L045855;"{""coordinates"": [2.394892206833059, 48.87228799557078], ""type"": ""Point""}";48.87228799557078,2.394892206833059
45858;Autos, motos, vélos...;Deux-roues motorisé en stationnement gênant;32 avenue de Saint ouen, 75018 PARIS;75018;Paris 18;18;GRANDES CARRIERES - CLICHY;2020-12-26;2020;12;IOPage DMR Paris.fr application;DPMP-SCOP;A2020L045858;"{""coordinates"": [2.326313697996016, 48.889153002250616], ""type"": ""Point""}";48.889153002250616,2.326313697996016
47481;Propreté;Déchets et/ou salissures divers;81 Rue des Pyrénées, 75020 PARIS;75020;Paris 20;20;REUNION - PERE LACHAISE;2020-12-28;2020;12;IOPage DMR Paris.fr application;DPE-STPP-DT;A2020L047481;"{""coordinates"": [2.405627501708165, 48.853919995324176], ""type"": ""Point""}";48.853919995324176,2.405627501708165
47487;Objets abandonnés;Objets infestés de punaises de lit;56 Rue François Truffaut, 75012 PARIS;75012;Paris 12;12;BERCY;2020-12-28;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L047487;"{""coordinates"": [2.38731049836692, 48.83426699886846], ""type"": ""Point""}";48.83426699886846,2.38731049836692
47493;Objets abandonnés;Autres objets encombrants abandonnés;11 Rue Lebon, 75017 PARIS;75017;Paris 17;17;TERNES - MAILLOT;2020-12-28;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L047493;"{""coordinates"": [2.291885102302283, 48.88099699636221], ""type"": ""Point""}";48.88099699636221,2.291885102302283
48324;Autos, motos, vélos...;Épave de vélo;51 Rue Broca, 75013 PARIS;75005;Paris 5;5;VAL DE GRACE;2020-12-28;2020;12;Androï;DPMP-UEV;G2020L048324;"{""coordinates"": [2.347329102103901, 48.83749399611106], ""type"": ""Point""}";48.83749399611106,2.347329102103901
45034;Objets abandonnés;Autres objets encombrants abandonnés;37 Rue de la Réunion, 75020 PARIS;75020;Paris 20;20;REUNION - PERE LACHAISE;2020-12-25;2020;12;Androï;Ramen en tant que prestataire de DansMaRue;G2020L045034;"{""coordinates"": [2.402082201189627, 48.85449000241116], ""type"": ""Point""}";48.85449000241116,2.402082201189627
45044;Objets abandonnés;Autres objets encombrants abandonnés;6 Rue Omer Talon, 75011 PARIS;75011;Paris 11;11;LEON BLUM - FOLIE-REGNAULT;2020-12-25;2020;12;Androï;Ramen en tant que prestataire de DansMaRue;G2020L045044;"{""coordinates"": [2.383602994703056, 48.86129799814632], ""type"": ""Point""}";48.86129799814632,2.383602994703056
45865;Objets abandonnés;Cartons;98 Rue des Vignoles, 75020 PARIS;75020;Paris 20;20;REUNION - PERE LACHAISE;2020-12-26;2020;12;Androï;DPE-STPP-DT;G2020L045865;"{""coordinates"": [2.402900494696517, 48.856273996392886], ""type"": ""Point""}";48.856273996392886,2.402900494696517
45881;Objets abandonnés;Chariot de supermarché;8 Rue Soleillet, 75020 PARIS;75020;Paris 20;20;AMANDIERS - MENILMONTANT;2020-12-26;2020;12;IOPage DMR Paris.fr application;Ramen en tant que prestataire de DansMaRue;A2020L045881;"{""coordinates"": [2.391615403807023, 48.86583999860203], ""type"": ""Point""}";48.86583999860203,2.391615403807023
45885;Autos, motos, vélos...;Automobile ou autre véhicule motorisé en stationnement gênant;55 rue du Ruisseau, 75018 PARIS;75018;Paris 18;18;CLIGNANCOURT - JULES JOFFRIN;2020-12-26;2020;12;Page DMR Paris.fr;DPMP-SCOP;S2020L045885;"{""coordinates"": [2.340298397125018, 48.893690002438184], ""type"": ""Point""}";48.893690002438184,2.340298397125018
46680;Objets abandonnés;[] A requalifier de ramen;67 Boulevard de la Villette, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2020-12-27;2020;12;Androï;DPE-STPP-DT;G2020L046680;"{""coordinates"": [2.371675993144668, 48.87635400325572], ""type"": ""Point""}";48.87635400325572,2.371675993144668
2835;Autos, motos, vélos...;Épave d'automobile ou d'un autre véhicule motorisé;10 Rue du Général Guilhem, 75011 PARIS;75011;Paris 11;11;LEON BLUM - FOLIE-REGNAULT;2021-01-03;2021;1;IOPage DMR Paris.fr application;DPMP-UEV;A2021A002835;"{""coordinates"": [2.379913995295519, 48.861439995158484], ""type"": ""Point""}";48.861439995158484,2.379913995295519
3651;Objets abandonnés;Autres objets encombrants abandonnés;17 Rue du Sahel, 75012 PARIS;75012;Paris 12;12;BEL - AIR NORD;2021-01-04;2021;1;Androï;Ramen en tant que prestataire de DansMaRue;G2021A003651;"{""coordinates"": [2.403045196140271, 48.84105299762949], ""type"": ""Point""}";48.84105299762949,2.403045196140271
